entity_id,source,source_id,pref_label_en,pref_label_fr,alt_labels_en,alt_labels_fr,description_en,description_fr,esco_skill_type,esco_reuse_level,hard_soft_provisional,hard_soft_method,it_subtype
SKL_3a9c4d306d16,ESCO,f40da95c-febe-406c-96aa-2d6d9c09a0a3,convert different audiovisual formats,convertir différents formats audiovisuels,transform different audio-visual formats | converting a different audio-visual format | convert a different audio-visual format | converting different audio-visual formats | adapt different audio-visual formats | reorganise different audio-visual formats | modify different audio-visual formats,,Use specialised software to convert data from one audio and/or video format to another.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_a056c33cbcd4,ESCO,ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,intégrer les composants d’un système,setup system | assemble system,,Select and use integration techniques and tools to plan and implement integration of hardware and software modules and components in a system.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_62cb2c333713,ESCO,d53b04fb-1bbb-4a25-92f8-8ceb308d276f,define organisational standards,définir des normes d’organisation,define organisational standard | write up organisational standards | defining organisational standards | define standards for the organisation | define organizational standards | set organisational standards,,"Write, implement and foster the internal standards of the company as part of the business plans for the operations and levels of performance that the company intends to achieve.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_06308bef515a,ESCO,024037ca-96a9-4cb8-ba86-2cd5a209c90a,Maltego,Maltego,Maltego digital Forensics tool | Maltego cybersecurity tool | Maltego Forensics,,"The platform Maltego is a forensic application that uses data mining to deliver on overview of organisations' environment, testing security weaknesses of the system for potentially unauthorised access and demonstrates the complexity of infrastructure failures.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_74a301540229,ESCO,2f04bb71-d476-43b3-a60b-5df1d05f5681,Octopus Deploy,Octopus Deploy,Octopus Deploy software program,,The tool Octopus Deploy is a software program used to automate ASP.NET applications deployment to local or on the cloud servers.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_a21e8805e934,ESCO,fc6cddab-c9ce-4ce6-83ac-32b6854dd6da,install electronic communication devices on trains,installer des dispositifs de communication électronique sur les trains,test train electronic communication equipment | set up electronic communication devices on trains | perform installation of electronic communication systems used in trains | install communication devices on trains | install communication equipment on trains | perform installation of electronic communication equipment used in trains | adjust electronic communication apparatus | set up electronic communication equipment on trains | carry out installation of electronic communication systems used in trains | install electronic communication equipment on trains | install electronic communication apparatus on trains,,"Install, adjust, and test electronic communication equipment, which includes sound, security, navigation, and surveillance systems.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_0dd22f11f7e3,ESCO,2b24cbb7-f94e-43c1-8377-138f80ad5c19,develop translation memory software,mettre au point des logiciels de mémoires de traduction,translation memory software development | prepare translation memory software | create translation memory software | write translation memory software | define translation memory software | development of translation memory software,,Develop and improve translation memory software for retrieving equivalent target texts in existing databases when translating from one language to another.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_a195be5db1e6,ESCO,6b9c6280-cd0b-4462-885e-da63fe5918ea,draw up stage layouts digitally,établir l'agencement d'une scène par voie numérique,draw up stage layout digitally | sketch stage layouts digitally | drawing up stage layouts digitally | design stage layouts digitally | draw up digital stage layouts,,Draw and design stage settings and layouts using software like CAD.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_924524d851a4,ESCO,14525f24-afb4-4a4e-80a7-facf27080cdd,manage digital libraries,gérer des bibliothèques numériques,manage a digital library | managing digital libraries | coordinate digital libraries | handle digital libraries,,"Collect, manage and preserve for permanent access digital content and offer to targeted user communities specialised search and retrieval functionality.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_671240690479,ESCO,5d74614d-32c8-4ca4-9818-6980e52424b1,plan software testing,planifier un test logiciel,oversee software testing plans,,"Create and supervise tests plans. Decide on allocation of resources, tools and techniques. Set testing criteria for balancing incurred risks in case of remaining defects, adapt budgets and plan additional costs.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_c2ce930d35e3,ESCO,2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,déboguer un logiciel,analyse testing results for incorrect software output | locate defects causing unexpected software output | repair computer code for software | fix computer code for software,,"Repair computer code by analysing testing results, locating the defects causing the software to output an incorrect or unexpected result and remove these faults.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_56a54b7280c1,ESCO,d68e8a54-7456-4f13-98d3-7aa0787fc6e2,operate collating machine,utiliser une enliasseuse,activate collating machine | operate collating machines | operating collating machine | control collating machine | handle collating machine | use collating machine | run collating machine,,Set up and monitor the machine that automatically sorts the different pages of documents.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_27a9f2c198ca,ESCO,bb2a71c4-ff2e-47cf-ab44-684797a1ee5d,computational mechanics,mécanique computationnelle,mechanics computing,mécanique informatique,"The use of modelling and simulation to predict complex physical behaviours in science and engineering. It interacts with other areas in mechanics including solid mechanics and fluid mechanics, but also material science, mathematics and numerical methods.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_9b5584008e66,ESCO,0ccdfe98-f845-4598-84a1-3dca66e9d9a3,Ruby (computer programming),Ruby (programmation informatique),Ruby,Ruby-gnome2 | Ruby prog | Ruby lang,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Ruby.",,knowledge,sector-specific,hard,esco_knowledge_pillar,programming_languages
SKL_0dd7a481496c,ESCO,6e53fd99-b646-4327-9580-ac062ab21188,3D lighting,éclairage 3D,,,The arrangement or digital effect which simulates lighting in a 3D environment.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_d0098a2c60b2,ESCO,5c845ff8-b3f7-42b1-a846-a4238a8b404e,use ICT resources to solve work related tasks,utiliser des ressources TIC pour réaliser les tâches à effectuer,use ICT resources to solve task related to work | use ICT recources to solve work related tasks | choose ICT resources to solve related work tasks | choose ICT resources to manage work tasks | use ICT resources to solve work tasks,,Choose and use ICT resources in order to solve related tasks.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_c66c179fce3f,ESCO,5d3798b0-d3a3-45ef-9df2-8b8756d4d79c,use thermal analysis,utiliser une analyse thermique,using thermal analysis tools | using thermal analysis | thermal analysis software using | using thermal analysis software | use thermal analysis software | thermal analysis using | use thermal analysis tools,,"Use software tools such as Icepak, Fluens and FloTHERM as a means to develop and optimize thermal control designs in order to cope with a wide range of difficult problems regarding thermal products and properties of thermal materials.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_232fd42823e2,ESCO,b16200f4-4f39-4b8b-aa9d-3568054d6bdb,Open source model,modèle en code source ouverte,,modèle «open source»,"The open source model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_67a347a11595,ESCO,6cad4013-3055-47ba-8316-0720e1a55256,technically design a sound system,assurer la conception technique d'un système de sonorisation,design a technical sound system | set up a sound system | create an audio system | design a sound system technically,,"Set up, test and operate a complex audio system, based on a given sound concept. This could be a permanent as well as a temporary installation.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_1a859ad3e328,ESCO,82312096-4df8-49ce-9cdd-a6e08af56b45,evaluate information services using metrics,évaluer des services d’information en utilisant des indicateurs chiffrés,using metrics to evaluate information services | evaluating information services using metrics | rate information services using metrics | gauge information services using metrics | assess information services using metrics | evaluate information service using metrics,,"Use bibliometrics, webometrics and web metrics to evaluate information services.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_c0d9b25a3929,ESCO,6f1edc19-191f-4ba5-a048-ee69aff05bab,security engineering,ingénierie de sécurité,information security engineering | network security engineering | systems security engineering | security management,ingénierie de la sécurité des systèmes | gestion de la sécurité | ingénierie de la sécurité des réseaux | ingénierie de sécurité des réseaux | ingénierie de la sécurité de l'information,"Interdisciplinary field of study that focuses on the realisation of secure systems and the technology to protect individuals or information from malice, errors, or unauthorized access. It involves defining security protection requirements, processes, and methods to ensure the resilience of systems and data.",,knowledge,cross-sector,hard,esco_knowledge_pillar,security
SKL_008e59920331,ESCO,2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,concevoir un réseau informatique,design LAN | design wide area network | design WAN | design local area network,,"Develop and plan ICT networks, such as wide area network and local area network, that connect computers using cable or wireless connections and allow them to exchange data and assess their capacity requirements.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,networks
SKL_2e9b192724d0,ESCO,58bfa8b2-f39f-40c3-8e5e-2dc0d26c7601,set up media integration systems,mettre en place des systèmes d’intégration des médias,configure media integration systems | install media integration systems | establish media integration setups,,"Set up different types of light, sound, image and movement control boards and related equipment like tracking systems, media servers and control software and hardware.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_7e853ce0760f,ESCO,42c3287f-5e50-4559-a2d1-2000c70e0aab,Pentaho Data Integration,Pentaho Data Integration,PDI | Pentaho Kettle,,"The computer program Pentaho Data Integration is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Pentaho.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_d3fbfc3a6c9f,ESCO,65030093-f22d-486e-a978-ae7825829af1,work with the director of photography,travailler avec un directeur de la photographie,co-operate with the director of photography | work with the directors of photography | working with the director of photography | collaborate with the director of photography | cooperate with the director of photography,,Work with the director of photography on the artistic and creative vision that needs to be followed during production of a movie or theatre production.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_993e5a908b00,ESCO,7e796b51-49d7-4e73-95af-2e7323763f15,design database in the cloud,concevoir une base de données dans le nuage,apply design principles for cloud data architecture | develop cloud database design | apply design principles for cloud database design | design automated cloud databases | design cloud data architecture,,"Apply design principles for an adaptive, elastic, automated, loosely coupled databases making use of cloud infrastructure. Aim to remove any single point of failure through distributed database design.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,data_databases
SKL_05d6c661e46a,ESCO,211e4a02-69a6-494e-b94a-93741e2a3a0b,disassemble mobile devices,démonter des appareils mobiles,disassemble cell phone devices | assemble cell phone | reassemble mobile devices | assemble mobile phone | assemble mobile devices,démonter un appareil mobile | démonter des appareils électroniques | démonter des téléphones portables | démonter une tablette | assembler des appareils mobiles | désassembler des appareils mobiles,"Deconstruct mobile devices in order to analyse faults, perform replacement or recycle parts.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_9cd6fbd61736,ESCO,e23e81f5-18db-49aa-ad9b-b3d0fdcad1d2,troubleshoot website,site web de dépannage,website troubleshooting,site web de résolution de problèmes | site internet de dépannage | assistant de résolution des problèmes | dépannage en ligne | plateforme web de dépannage | assistant de dépannage,"Detect the flaws and malfunctions of a website. Apply troubleshooting techniques on content, structure, interface and interactions in order to find the causes and solve the malfunctions.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_ea70d7847575,ESCO,47a2917b-a771-4687-90fc-5562523cf4a6,use performance 3D visualisation techniques,utiliser des techniques de visualisation en 3D d’une représentation,apply performance 3D visualisation techniques | employ 3D visualization for performance evaluation,,"Visualise a performance environment using 3D applications and pre-visualisation software. Create a proof of concept for the technical design using 3D CGI, mock-up or scale model.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_3970df7cecb8,ESCO,57d4d1f4-28b2-4a38-b7a9-a80626e99afc,pack electronic equipment,emballer du matériel électronique,packing electronic equipment | pack electronic devices | pack computerised devices,,Safely pack sensitive electronic equipment for storage and transport.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_3b874310b02a,ESCO,f2d57f41-43b4-4f5b-8100-3df5c21eda50,process data,traiter des données,data processing | analyse data | processing of data | handle data | measure data | convert data | processing data | refine data,,"Enter information into a data storage and data retrieval system via processes such as scanning, manual keying or electronic data transfer in order to process large amounts of data.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_e014f56aa1b5,ESCO,f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,use microsoft office,utiliser Microsoft Office,utilise microsoft office applications | use MS Excel | possess proficiency in MS office | be a proficient microsoft office user | utilise microsoft office software | have proficiency in MS office | have proficiency in microsoft office | possess proficiency in microsoft office | be a proficient MS office user | utilise microsoft office programmes | utilise microsoft office | use microsoft office applications | use MS Powerpoint | use MS Office | use microsoft office programmes | use MS Word | use microsoft office software,,"Use the standard programs contained in Microsoft Office. Create a document and do basic formatting, insert page breaks, create headers or footers, and insert graphics, create automatically generated tables of contents and merge form letters from a database of addresses. Create auto-calculating spreadsheets, create images, and sort and filter data tables.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_6d0bdba7a8b1,ESCO,0daaf096-1639-461c-bf1a-bbeea77e6b67,internal risk management policy,politique de gestion interne des risques,risk management internal policy,système de gestion interne des risques | mesure de gestion interne des risques | procédure de gestion interne des risques | politique de gestion des risques | politique de contrôle interne des risques | processus de gestion interne des risques,"The internal risk management policies that identify, assess and prioritise risks in an IT environment. The methods used to minimise, monitor and control the possibility and the impact of disastrous events that affect the reaching of business goals.",,knowledge,sector-specific,hard,esco_knowledge_pillar,it_management
SKL_1691d729f396,ESCO,b91535d7-1265-455d-a565-901e2eafa883,lead technology development of an organisation,diriger le développement technologique d’une organisation,manage the technological development of an organisation | manage technology development of an organisation | lead technology development of an organization | lead the technological development of an organization | manage the technological development of an organization,,Develop activities surrounding innovation and research in the field of technology within an organisation based on its strategic direction and growth goals. Provide guidance to colleagues how to best implement them.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
SKL_57f8ab60804c,ESCO,4f1afd9d-77a7-40f8-a3c7-fe18b984ce43,telecommunication trunking,gestion des liaisons de télécommunication,telecommunication trunking method | telecom trunking architecture,,The method of providing network access to many clients while keeping smaller number of connection components by grouping and sharing connection circuits and frequencies.,,knowledge,sector-specific,hard,esco_knowledge_pillar,networks
SKL_2556f77c4d95,ESCO,9136cbf1-7916-4f1c-bc9a-0318ee1d6016,human-computer interaction,Interaction homme-machine,HCI,IHM | interaction avec les machines | interfaces homme-machines | périphériques IHM | Interactions homme-machine | outil de contrôle et de communication,The study of the behaviour and interaction between digital devices and human beings.,,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_be093e79069c,ESCO,f5308e60-d763-4ead-be95-88c96fb3e02b,adapt to changes in technological development plans,s’adapter aux changements des plans de développement technologique,adapt development activities of technological projects | adapt the design of technological projects | meet organisational needs for technological projects | adapt to changes in strategies for technological projects,,Modify the current design and development activities of technological projects to meet changes in requests or strategies. Ensure that the organisation's or client's needs are met and that any sudden requests which were not previously planned are implemented.,,skill/competence,sector-specific,hard,esco_skillcompetence_default,programming_languages
